name,games,gameStarted,minPlayed,fieldGoals,fieldGoalsAttemp,fieldGoalsPerc,point2_Goals,point2_Attemp,point2_Perc,point3_Goals,point3_Attemp,point3_Perc,freeThrows,freeThrowsAttemp,freeThrowsPerc,offensRebounds,deffensRebounds,draft
Chidozie Chukwumah,57.0,22.0,18.0,2.0,3.8,0.528,2.0,3.8,0.528,0.0,0.0,0.667,0.8,1.2,0.642,1.7,2.4,0
Chien-Hao Ma,7.0,0.0,7.1,0.9,1.9,0.462,0.3,0.3,1.0,0.6,1.6,0.364,0.0,0.3,0.0,0.1,0.7,0
Chier Ajou,18.0,1.0,3.9,0.2,0.6,0.273,0.1,0.6,0.2,0.1,0.1,1.0,0.2,0.3,0.8,0.3,0.5,0
Chier Maker,79.0,62.0,25.8,2.8,7.0,0.408,1.6,3.3,0.498,1.2,3.7,0.33,0.9,1.3,0.705,1.8,3.5,0
Chima Moneke,57.0,54.0,28.3,5.7,10.9,0.522,5.6,10.5,0.528,0.2,0.4,0.375,4.4,6.6,0.674,2.4,7.1,0
Chimezie Metu,104.0,71.0,27.0,4.8,8.9,0.533,4.6,8.5,0.545,0.1,0.4,0.302,2.7,3.9,0.692,1.8,4.5,0
Chinedu Amajoyi,44.0,16.0,11.7,0.7,2.1,0.341,0.3,0.9,0.366,0.4,1.1,0.32,0.6,0.9,0.737,0.3,1.6,0
Chioke Walker,3.0,0.0,6.7,1.0,2.0,0.5,1.0,1.7,0.6,0.0,0.3,0.0,0.7,0.7,1.0,0.7,0.3,0
Chip Armelin,133.0,34.0,17.7,2.8,6.1,0.456,2.0,3.6,0.546,0.8,2.5,0.327,0.8,1.4,0.575,0.7,1.6,0
Chip Cartwright,55.0,3.0,17.3,1.3,2.9,0.432,1.1,2.3,0.492,0.1,0.7,0.222,1.3,1.6,0.775,0.4,2.0,0
Chip White,40.0,3.0,5.3,0.4,1.3,0.275,0.1,0.4,0.25,0.3,0.9,0.286,0.2,0.6,0.318,0.3,0.4,0
Chivarsky Corbett,62.0,20.0,22.0,2.7,6.5,0.413,1.3,2.6,0.491,1.4,3.8,0.359,1.1,1.5,0.702,0.8,2.9,0
Chiwale Bedeau,47.0,2.0,7.3,0.7,1.4,0.493,0.7,1.4,0.493,0.0,0.0,0.667,0.1,0.4,0.368,0.6,0.9,0
Chol Marial,30.0,1.0,5.9,0.5,1.2,0.405,0.5,1.0,0.483,0.0,0.3,0.125,0.3,0.6,0.444,0.5,0.8,0
Chris Adams,107.0,18.0,17.3,1.3,3.7,0.366,0.2,0.6,0.318,1.1,3.0,0.375,0.1,0.1,0.688,0.1,1.2,0
Chris Agwumaro,52.0,18.0,15.6,2.2,4.7,0.467,1.6,3.2,0.515,0.6,1.6,0.37,2.1,3.1,0.681,0.9,1.6,0
Chris Alexander,61.0,60.0,33.0,5.3,13.4,0.396,3.7,8.4,0.446,1.6,5.0,0.311,3.0,3.7,0.809,1.2,2.2,0
Chris Allen,140.0,66.0,22.0,2.9,7.6,0.386,1.4,3.3,0.423,1.6,4.3,0.358,1.4,1.7,0.79,0.6,1.5,0
Chris Alvarez,119.0,46.0,19.0,1.2,3.0,0.401,1.2,2.7,0.425,0.0,0.3,0.156,0.7,1.3,0.591,1.4,2.3,0
Chris Ames,57.0,31.0,20.6,1.4,2.8,0.513,1.4,2.6,0.551,0.0,0.2,0.0,0.7,1.2,0.636,1.2,1.7,0
Chris Anderson,71.0,46.0,19.2,3.1,7.1,0.439,2.6,5.2,0.489,0.5,1.8,0.295,1.6,2.5,0.652,1.6,3.0,0
Chris Andrews,59.0,15.0,15.3,0.7,2.0,0.336,0.4,1.1,0.333,0.3,0.8,0.34,0.7,1.0,0.7,0.2,1.0,0
Chris Arcidiacono,35.0,4.0,9.1,0.3,1.3,0.222,0.0,0.1,0.2,0.3,1.1,0.225,0.3,0.3,0.818,0.1,0.9,0
Chris Armstrong,14.0,0.0,1.3,0.1,0.7,0.2,0.1,0.1,0.5,0.1,0.6,0.125,0.0,0.0,0.667,0.0,0.1,0
Chris Assel,82.0,23.0,16.7,2.3,5.9,0.388,0.7,1.7,0.401,1.6,4.2,0.382,0.6,0.8,0.727,0.5,0.9,0
Chris Atkinson,55.0,1.0,13.3,0.9,3.3,0.277,0.3,1.1,0.305,0.6,2.3,0.264,0.5,0.7,0.75,0.1,1.0,0
Chris Austin,62.0,42.0,23.0,2.7,6.8,0.402,1.7,3.6,0.484,1.0,3.2,0.31,1.3,1.8,0.727,0.4,2.1,0
Chris Avenant,61.0,1.0,6.3,0.3,1.0,0.339,0.2,0.4,0.444,0.1,0.6,0.257,0.1,0.1,0.75,0.2,0.3,0
Chris Ayer,114.0,70.0,16.9,2.2,4.9,0.461,2.2,4.9,0.462,0.0,0.0,0.0,1.2,2.0,0.603,1.4,2.8,0
Chris Babb,130.0,90.0,26.5,2.3,6.2,0.377,0.6,1.5,0.434,1.7,4.7,0.359,0.9,1.2,0.733,0.7,2.3,0
Chris Bacon,54.0,26.0,0.667,4.3,9.6,0.452,4.3,9.2,0.465,0.1,0.4,0.174,1.8,3.2,0.556,3.0,4.4,0
Chris Baert,49.0,23.0,14.7,1.5,4.1,0.37,1.5,4.0,0.376,0.0,0.1,0.167,1.3,2.1,0.627,0.9,1.4,0
Chris Baez,30.0,2.0,14.1,1.3,3.7,0.351,0.7,1.6,0.447,0.6,2.1,0.281,0.3,0.5,0.667,0.6,1.2,0
Chris Bailey,58.0,48.0,22.8,2.1,4.4,0.475,1.9,3.7,0.526,0.2,0.7,0.214,2.3,3.3,0.716,0.6,1.8,0
Chris Baldwin,100.0,11.0,13.1,1.5,3.6,0.425,1.2,2.6,0.473,0.3,1.0,0.303,0.7,1.1,0.652,1.1,2.4,0
Chris Balham,85.0,23.0,7.7,0.6,1.1,0.576,0.6,1.1,0.576,0.0,0.0,0.667,0.5,0.8,0.618,0.7,0.9,0
Chris Balliro,55.0,33.0,21.1,2.4,6.5,0.373,1.2,2.8,0.429,1.2,3.7,0.33,0.9,1.4,0.671,0.8,2.8,0
Chris Barideaux,43.0,35.0,0.667,0.9,2.4,0.373,0.7,1.8,0.416,0.1,0.6,0.24,1.0,1.5,0.714,0.3,1.3,0
Chris Barnes,116.0,13.0,14.8,1.3,2.6,0.497,1.3,2.6,0.497,0.0,0.0,0.667,0.9,1.8,0.495,1.4,1.9,0
Chris Barton,123.0,73.0,20.1,1.8,4.4,0.403,1.3,2.8,0.449,0.5,1.6,0.322,1.7,2.2,0.75,0.6,1.6,0
Chris Baskerville,64.0,8.0,12.0,1.4,2.5,0.56,1.4,2.5,0.56,0.0,0.0,0.667,0.7,1.3,0.575,1.2,1.2,0
Chris Bass,123.0,23.0,15.9,0.6,1.8,0.341,0.5,1.2,0.389,0.1,0.6,0.239,0.3,0.6,0.43,0.3,1.5,0
Chris Baudinet,27.0,0.0,2.0,0.1,0.3,0.25,0.0,0.1,0.333,0.0,0.2,0.2,0.0,0.0,0.667,0.1,0.2,0
Chris Beattie,13.0,1.0,7.2,0.6,1.8,0.333,0.1,0.5,0.143,0.5,1.3,0.412,0.2,0.2,0.667,0.2,0.4,0
Chris Bennett,13.0,0.0,1.4,0.2,0.8,0.3,0.2,0.8,0.3,0.0,0.0,0.667,0.1,0.5,0.167,0.3,0.5,0
Chris Berry,58.0,57.0,30.0,3.8,8.4,0.456,3.2,6.5,0.488,0.6,1.9,0.343,3.1,4.5,0.695,2.3,3.3,0
Chris Bethel,75.0,15.0,10.5,2.2,4.8,0.46,1.9,3.7,0.52,0.3,1.1,0.256,0.7,1.1,0.696,0.9,1.9,0
Chris Biekeu,25.0,0.0,6.7,0.5,1.1,0.464,0.5,1.1,0.481,0.0,0.0,0.0,0.6,0.8,0.737,1.0,0.9,0
Chris Bilbo,29.0,24.0,34.7,2.9,7.6,0.376,2.1,4.9,0.44,0.7,2.8,0.263,2.0,3.1,0.64,0.5,3.1,0
Chris Birrell,57.0,56.0,27.8,2.0,6.0,0.33,0.6,1.5,0.414,1.4,4.5,0.302,0.5,0.8,0.63,0.5,2.5,0
Chris Bishop,23.0,0.0,5.3,0.6,2.0,0.289,0.2,0.7,0.267,0.4,1.3,0.3,0.3,0.3,1.0,0.1,0.4,0
Chris Blake,21.0,9.0,24.1,4.0,8.7,0.459,2.9,5.7,0.504,1.1,3.0,0.375,1.7,2.6,0.667,0.5,2.4,0
Chris Blakeley,26.0,1.0,5.6,0.1,0.3,0.222,0.1,0.2,0.4,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.5,0
Chris Bobel,5.0,0.0,2.4,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.4,0.6,0.667,0.2,0.0,0
Chris Bolden,86.0,40.0,23.2,2.4,6.9,0.354,1.3,3.2,0.401,1.1,3.6,0.311,0.5,0.8,0.672,0.3,1.9,0
Chris Bond,118.0,98.0,26.3,3.3,6.7,0.499,3.1,6.0,0.525,0.2,0.7,0.266,2.1,3.1,0.671,1.9,3.3,0
Chris Booker,40.0,30.0,25.9,3.3,7.1,0.468,3.3,6.8,0.482,0.1,0.3,0.167,2.7,3.8,0.72,2.3,3.4,0
Chris Booth,29.0,4.0,12.2,0.4,1.1,0.375,0.4,1.1,0.375,0.0,0.0,0.667,0.8,1.0,0.733,0.9,1.2,0
Chris Bosh,31.0,31.0,31.0,5.4,9.7,0.56,4.7,8.2,0.575,0.7,1.5,0.478,4.1,5.6,0.73,3.1,5.9,1
Chris Botez,56.0,28.0,20.4,2.2,4.2,0.527,2.2,4.2,0.527,0.0,0.0,0.667,0.4,1.1,0.361,2.0,2.6,0
Chris Boucher,69.0,47.0,24.8,4.3,8.2,0.532,3.3,5.0,0.65,1.1,3.2,0.344,2.2,3.4,0.641,2.3,4.5,0
Chris Bowling,110.0,47.0,16.1,1.4,4.5,0.317,0.7,1.9,0.363,0.7,2.6,0.282,0.6,0.8,0.735,0.4,1.4,0
Chris Brady,135.0,79.0,17.1,2.4,4.6,0.532,2.4,4.4,0.546,0.0,0.2,0.231,0.9,1.3,0.667,1.6,3.1,0
Chris Braley,48.0,0.0,7.4,0.5,1.3,0.359,0.3,0.5,0.5,0.2,0.8,0.263,0.1,0.2,0.545,0.4,1.1,0
Chris Brand,9.0,7.0,22.0,3.0,7.1,0.422,2.3,5.7,0.412,0.7,1.4,0.462,1.0,1.3,0.75,1.6,2.9,0
Chris Brandon,89.0,56.0,22.4,2.0,3.0,0.649,2.0,3.0,0.662,0.0,0.1,0.0,0.7,1.3,0.5,2.4,3.7,0
Chris Braswell,122.0,93.0,26.0,4.1,8.7,0.472,3.8,7.7,0.499,0.3,1.0,0.272,3.5,4.7,0.749,2.5,4.7,0
Chris Brazelton,4.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.667,0.0,0.5,0.0,0.3,1.0,0.25,0.0,0.8,0
Chris Brew,15.0,0.0,8.7,1.1,2.5,0.459,1.1,2.4,0.472,0.0,0.1,0.0,0.7,1.4,0.476,0.5,0.5,0
Chris Brickley,15.0,0.0,4.5,0.5,1.1,0.438,0.3,0.5,0.714,0.1,0.6,0.222,0.1,0.3,0.25,0.1,0.3,0
Chris Britt-Black,32.0,10.0,15.2,1.1,2.3,0.5,1.1,2.3,0.5,0.0,0.0,0.667,0.5,1.7,0.291,1.3,2.2,0
Chris Brown,91.0,66.0,33.5,2.8,6.6,0.432,2.2,4.9,0.447,0.7,1.7,0.39,3.0,4.5,0.679,1.9,5.4,0
Chris Bruce,14.0,0.0,4.4,0.1,0.9,0.154,0.1,0.9,0.167,0.0,0.1,0.0,0.2,0.4,0.5,0.4,0.5,0
Chris Bruff,93.0,32.0,20.9,2.5,4.8,0.508,2.4,4.5,0.529,0.1,0.4,0.257,1.4,2.1,0.675,1.2,2.6,0
Chris Bryant,75.0,32.0,15.7,1.5,3.2,0.479,1.5,3.1,0.483,0.0,0.1,0.25,1.2,1.9,0.641,1.1,1.9,0
Chris Buchanan,45.0,4.0,12.0,1.2,3.2,0.366,0.6,1.3,0.475,0.6,1.9,0.291,0.6,1.0,0.628,0.4,0.8,0
Chris Burgess,121.0,92.0,22.4,2.2,5.5,0.396,1.1,2.5,0.436,1.1,3.0,0.362,1.0,1.2,0.805,0.3,1.2,0
Chris Burke,119.0,65.0,21.3,1.9,4.5,0.414,1.3,2.8,0.471,0.6,1.7,0.322,0.8,1.1,0.696,1.0,2.3,0
Chris Burras,49.0,2.0,12.3,1.3,3.2,0.392,1.2,3.1,0.392,0.0,0.1,0.4,0.9,1.3,0.652,1.1,1.8,0
Chris Busch,18.0,2.0,15.4,1.6,4.2,0.373,1.3,2.9,0.434,0.3,1.2,0.227,0.9,1.9,0.486,1.0,1.6,0
Chris Cain,2.0,0.0,7.5,2.0,3.5,0.571,1.0,1.5,0.667,1.0,2.0,0.5,0.0,0.0,0.667,0.5,0.5,0
Chris Caird,62.0,37.0,22.3,2.5,5.9,0.433,1.0,2.0,0.484,1.5,3.8,0.405,1.1,1.3,0.861,0.5,2.2,0
Chris Caldwell,113.0,86.0,32.5,4.5,11.5,0.393,3.6,8.1,0.446,0.9,3.4,0.269,2.4,3.2,0.744,0.6,2.5,0
Chris Caliguiran,19.0,0.0,2.7,0.2,0.7,0.308,0.2,0.6,0.273,0.1,0.1,0.5,0.3,0.3,0.833,0.0,0.2,0
Chris Cameron,20.0,2.0,0.667,1.2,2.6,0.471,0.5,0.8,0.6,0.8,1.8,0.417,1.0,1.3,0.76,0.6,1.5,0
Chris Campbell,12.0,0.0,2.5,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.1,0.4,0
Chris Cantrell,45.0,11.0,14.2,1.9,4.1,0.457,0.7,1.1,0.667,3.3,0.6,0.4,0.2,0.7,0.667,4.4,0.0,0
Chris Capko,75.0,30.0,17.2,0.5,1.6,0.295,0.4,1.2,0.348,0.1,0.4,0.152,0.6,0.8,0.71,0.1,0.9,0
Chris Carswell,53.0,37.0,20.4,2.1,4.2,0.495,1.9,3.9,0.5,0.1,0.3,0.429,0.7,0.9,0.796,1.7,3.0,0
Chris Carter,46.0,20.0,22.3,1.5,2.8,0.539,1.5,2.7,0.54,0.0,0.0,0.5,0.7,1.2,0.574,1.1,1.7,0
Chris Cathlin,74.0,21.0,15.8,1.7,3.6,0.461,1.7,3.6,0.461,0.0,0.0,0.5,0.8,1.5,0.532,1.5,1.9,0
Chris Ceaser,26.0,0.0,4.4,0.2,0.5,0.286,0.1,0.3,0.222,0.1,0.2,0.4,0.1,0.1,0.667,0.1,0.4,0
Chris Chadwick,57.0,26.0,20.8,1.5,3.7,0.392,1.2,2.8,0.437,0.2,0.9,0.259,1.1,1.5,0.753,0.2,1.2,0
Chris Chalko,108.0,68.0,24.1,3.5,8.3,0.414,1.6,3.2,0.507,1.8,5.2,0.357,0.8,1.1,0.767,1.1,2.8,0
Chris Charles,91.0,14.0,8.3,0.7,1.5,0.508,0.7,1.5,0.508,0.0,0.0,0.667,0.3,0.6,0.491,0.8,1.0,0
Chris Childs,34.0,7.0,26.7,3.7,9.4,0.394,1.3,3.0,0.437,2.4,6.4,0.373,2.2,2.6,0.862,0.4,1.9,0
Chris Chiozza,139.0,65.0,25.1,2.5,6.3,0.391,1.5,3.5,0.445,0.9,2.9,0.327,1.5,2.0,0.747,0.4,2.8,0
Chris Clark,101.0,3.0,14.8,1.2,3.1,0.377,0.4,0.8,0.456,0.8,2.3,0.351,0.6,0.8,0.795,0.1,0.8,0
Chris Clarke,109.0,37.0,24.9,3.0,5.6,0.527,2.8,5.0,0.554,0.2,0.6,0.303,2.1,3.1,0.675,1.5,5.1,0
Chris Clausen,59.0,10.0,16.5,1.5,3.8,0.392,0.6,1.3,0.481,0.8,2.4,0.343,0.9,1.3,0.671,0.5,1.9,0
Chris Clement,66.0,4.0,10.0,0.5,1.4,0.344,0.2,0.5,0.389,0.3,0.9,0.316,0.5,0.5,0.861,0.2,0.8,0
Chris Clemons,130.0,126.0,34.1,7.9,17.7,0.444,4.5,8.3,0.536,3.4,9.4,0.363,5.6,6.6,0.852,0.5,4.0,0
Chris Clerkley,58.0,2.0,4.3,0.3,0.6,0.471,0.3,0.6,0.471,0.0,0.0,0.667,0.1,0.3,0.353,0.3,0.7,0
Chris Clover,116.0,65.0,20.9,2.4,6.3,0.384,1.8,4.0,0.434,0.7,2.3,0.297,1.2,1.8,0.679,0.5,1.9,0
Chris Clunie,44.0,1.0,2.3,0.2,0.6,0.296,0.2,0.4,0.389,0.0,0.2,0.111,0.1,0.3,0.462,0.2,0.3,0
Chris Coalmon,60.0,2.0,13.4,1.2,2.4,0.493,0.8,1.4,0.566,0.4,1.0,0.393,0.4,0.5,0.7,0.6,1.1,0
Chris Coffey,6.0,0.0,1.3,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.667,0.2,0.3,0.5,0.0,0.2,0
Chris Cokley,134.0,68.0,21.9,5.1,8.8,0.572,5.1,8.8,0.574,0.0,0.0,0.0,2.3,3.0,0.758,2.4,4.0,0
Chris Cole,53.0,28.0,20.0,1.1,2.6,0.403,0.8,1.8,0.459,0.2,0.8,0.268,0.5,0.7,0.75,0.4,1.4,0
Chris Coleman,21.0,2.0,11.2,1.2,1.8,0.676,1.2,1.8,0.676,0.0,0.0,0.667,0.7,1.0,0.667,1.3,1.2,0
Chris Collier,12.0,0.0,0.667,1.0,2.5,0.4,1.0,1.4,0.706,0.0,1.1,0.0,0.5,0.6,0.857,0.8,0.4,0
Chris Collins,72.0,19.0,12.0,0.4,1.5,0.239,0.1,0.3,0.4,0.2,1.2,0.19,0.2,0.3,0.714,0.1,0.9,0
Chris Collinsworth,46.0,10.0,15.6,1.3,3.3,0.379,1.1,2.4,0.459,0.2,0.9,0.167,0.9,1.7,0.538,1.4,3.4,0
Chris Cologer,25.0,0.0,7.1,0.6,1.3,0.5,0.6,1.3,0.5,0.0,0.0,0.667,0.6,1.0,0.6,0.7,1.2,0
Chris Colvin,88.0,26.0,21.0,1.7,4.8,0.35,1.3,3.3,0.375,0.4,1.4,0.291,1.3,2.3,0.534,0.5,1.8,0
Chris Conner,78.0,8.0,12.8,1.1,3.3,0.337,0.5,1.3,0.408,0.6,2.1,0.294,1.0,1.4,0.741,0.5,1.2,0
Chris Conoley,9.0,0.0,20.7,0.8,2.4,0.318,0.8,2.4,0.318,0.0,0.0,0.667,2.0,2.6,0.783,1.0,2.1,0
Chris Conway,28.0,13.0,5.4,0.3,0.8,0.348,0.3,0.8,0.364,0.0,0.0,0.0,0.1,0.1,1.0,0.1,0.4,0
Chris Cooks,58.0,32.0,27.0,3.4,8.6,0.403,2.6,6.3,0.419,0.8,2.3,0.359,2.7,4.0,0.678,2.0,3.4,0
Chris Cooper,123.0,46.0,16.7,1.9,4.5,0.433,1.9,4.5,0.434,0.0,0.0,0.0,1.1,2.0,0.554,2.2,2.9,0
Chris Copeland,113.0,42.0,17.0,2.5,5.9,0.431,1.5,3.0,0.497,1.0,2.9,0.361,1.4,2.0,0.701,1.2,2.6,0
Chris Corchiani Jr.,12.0,0.0,1.6,0.3,0.9,0.364,0.3,0.8,0.444,0.0,0.2,0.0,0.2,0.2,1.0,0.0,0.1,0
Chris Craig,60.0,60.0,34.0,2.7,6.4,0.416,0.5,1.3,0.375,2.2,5.1,0.426,1.1,1.3,0.821,0.2,2.3,0
Chris Crawford,5.0,0.0,8.0,0.6,0.8,0.75,0.6,0.6,1.0,0.0,0.2,0.0,0.4,0.6,0.667,0.2,0.6,0
Chris Crockett,47.0,1.0,9.7,1.2,3.3,0.357,0.2,0.6,0.296,1.0,2.8,0.369,0.3,0.4,0.714,0.1,0.5,0
Chris Cross,8.0,0.0,1.4,0.1,1.0,0.125,0.0,0.4,0.0,0.1,0.6,0.2,0.0,0.0,0.667,0.0,0.1,0
Chris Cucchiara,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.667,0.0,1.0,0.0,0.0,0.0,0
Chris Cunningham,105.0,69.0,21.3,2.2,4.9,0.455,2.2,4.7,0.462,0.1,0.2,0.3,2.0,2.8,0.734,2.2,3.2,0
Chris Current,50.0,1.0,3.8,0.3,1.1,0.298,0.2,0.4,0.45,0.2,0.7,0.216,0.2,0.3,0.714,0.1,0.3,0
Chris Cyprian,68.0,31.0,18.2,1.9,4.9,0.394,1.2,2.4,0.494,0.7,2.4,0.295,0.8,1.3,0.651,0.6,1.6,0
Chris Czerapowicz,121.0,71.0,22.6,3.1,7.4,0.416,1.6,3.2,0.517,1.4,4.2,0.34,0.7,1.0,0.714,1.0,3.3,0
Chris Hagan,35.0,18.0,18.7,1.7,5.1,0.339,1.2,3.1,0.402,0.5,2.1,0.247,0.8,1.2,0.707,0.3,1.0,0
Chris Hall,16.0,0.0,1.8,0.1,0.4,0.286,0.1,0.3,0.2,0.1,0.1,0.5,0.1,0.2,0.333,0.1,0.1,0
Chris Halvorsen,25.0,0.0,2.8,0.2,0.3,0.625,0.2,0.3,0.625,0.0,0.0,0.667,0.2,0.4,0.364,0.2,0.5,0
Chris Hansen,89.0,85.0,33.3,4.6,11.5,0.4,2.0,4.9,0.421,2.6,6.7,0.385,3.4,4.2,0.809,0.5,3.1,0
Chris Harriel,117.0,69.0,22.3,2.6,7.3,0.357,1.7,4.1,0.416,0.9,3.3,0.285,1.6,2.6,0.633,1.1,2.2,0
Chris Harris,27.0,1.0,8.9,0.4,0.8,0.524,0.4,0.7,0.556,0.0,0.1,0.333,0.1,0.3,0.429,0.3,0.7,0
Chris Harris Jr.,23.0,3.0,14.7,1.3,4.6,0.295,0.8,1.9,0.432,0.5,2.7,0.197,0.2,0.5,0.364,0.1,0.9,0
Chris Harrison-Docks,100.0,45.0,26.5,2.9,7.9,0.372,1.0,2.4,0.4,2.0,5.5,0.359,1.5,1.9,0.813,0.2,1.5,0
Chris Hartley,65.0,19.0,13.1,0.6,1.7,0.319,0.3,0.5,0.5,0.3,1.2,0.241,0.2,0.3,0.727,0.3,0.8,0
Chris Hass,104.0,87.0,26.5,4.4,10.3,0.428,2.6,5.4,0.478,1.8,4.9,0.372,2.8,3.4,0.832,0.7,2.8,0
Chris Hawkins,18.0,2.0,11.4,1.1,2.3,0.488,1.0,2.1,0.486,0.1,0.2,0.5,0.4,0.8,0.571,1.2,1.5,0
Chris Hayes,114.0,66.0,20.7,2.2,5.3,0.424,1.9,4.3,0.448,0.3,1.0,0.322,1.0,1.9,0.551,1.2,2.6,0
Chris Heine,29.0,1.0,1.9,0.1,0.4,0.333,0.1,0.1,0.75,0.0,0.3,0.125,0.1,0.1,0.75,0.0,0.1,0
Chris Henry,60.0,13.0,8.7,0.7,1.5,0.494,0.7,1.5,0.506,0.0,0.0,0.0,0.2,0.4,0.542,0.4,0.8,0
Chris Henson,87.0,14.0,10.1,1.2,3.2,0.367,0.8,2.0,0.41,0.3,1.2,0.291,0.5,0.7,0.672,0.7,1.5,0
Chris Hernandez,121.0,90.0,27.8,2.9,6.8,0.43,1.3,3.0,0.427,1.6,3.8,0.431,3.0,3.5,0.859,0.3,1.6,0
Chris Herren Jr.,53.0,8.0,12.5,1.1,3.5,0.322,0.5,1.5,0.329,0.6,1.9,0.317,0.2,0.4,0.55,0.4,0.9,0
Chris Herrera,54.0,18.0,10.8,0.9,2.5,0.353,0.4,0.9,0.449,0.5,1.6,0.298,0.3,0.6,0.567,0.3,0.8,0
Chris Hester,61.0,54.0,28.0,5.3,9.4,0.57,5.3,9.4,0.571,0.0,0.0,0.0,3.1,4.2,0.73,1.4,3.3,0
Chris Hicks,34.0,0.0,1.7,0.1,0.6,0.238,0.1,0.2,0.5,0.1,0.4,0.133,0.3,0.4,0.692,0.0,0.1,0
Chris Higgs,8.0,0.0,3.1,0.3,0.4,0.667,0.1,0.3,0.5,0.1,0.1,1.0,0.0,0.0,0.667,0.3,0.6,0
Chris Hill,116.0,71.0,23.9,1.9,4.8,0.399,1.3,2.7,0.472,0.6,2.1,0.303,2.1,2.8,0.729,0.6,1.9,0
Chris Hines,117.0,68.0,21.1,2.2,6.1,0.367,0.8,2.2,0.364,1.5,4.0,0.369,1.0,1.4,0.73,0.3,1.4,0
Chris Hobbs,116.0,88.0,23.6,3.1,5.8,0.528,3.1,5.8,0.528,0.0,0.0,1.0,2.2,3.5,0.617,2.3,3.5,0
Chris Hobson,27.0,2.0,7.8,0.6,1.6,0.395,0.5,1.2,0.424,0.1,0.4,0.3,0.5,0.7,0.737,0.4,0.5,0
Chris Holley,8.0,0.0,8.5,0.5,2.5,0.2,0.1,1.6,0.077,0.4,0.9,0.429,0.0,0.1,0.0,0.1,0.4,0
Chris Holm,107.0,63.0,19.2,2.4,5.1,0.48,2.4,5.0,0.483,0.0,0.1,0.25,1.4,2.4,0.562,2.6,3.9,0
Chris Hooper,67.0,39.0,17.6,3.2,5.8,0.555,3.2,5.8,0.558,0.0,0.0,0.0,1.9,3.3,0.575,1.9,2.7,0
Chris Horton,127.0,126.0,31.0,5.2,9.4,0.552,5.2,9.4,0.552,0.0,0.0,0.0,3.1,5.0,0.624,3.8,6.1,0
Chris Howard,10.0,0.0,1.7,0.1,0.5,0.2,0.1,0.3,0.333,0.0,0.2,0.0,0.1,0.4,0.25,0.2,0.3,0
Chris Howell,86.0,48.0,20.7,3.3,7.2,0.453,3.2,7.0,0.459,0.1,0.2,0.25,1.9,2.9,0.664,1.2,4.0,0
Chris Huber,90.0,4.0,18.0,1.1,2.9,0.367,0.2,0.5,0.378,0.9,2.4,0.364,0.5,0.8,0.691,0.1,1.0,0
Chris Hunter,105.0,27.0,18.4,2.4,5.1,0.464,2.0,4.1,0.501,0.3,1.0,0.318,1.9,2.5,0.749,1.3,2.3,0
Chris Hyche,58.0,3.0,9.5,1.4,3.5,0.393,1.0,2.3,0.436,0.4,1.2,0.309,0.2,0.7,0.237,0.5,0.7,0
Chris Maidoh,67.0,42.0,17.0,1.9,3.7,0.518,1.9,3.4,0.548,0.0,0.3,0.158,0.9,1.7,0.5,1.7,2.8,0
Chris Malcolm,60.0,11.0,10.3,0.9,2.1,0.432,0.9,2.1,0.427,0.0,0.0,1.0,0.5,1.0,0.525,1.1,1.6,0
Chris Manhertz,116.0,95.0,23.2,2.3,4.7,0.492,2.3,4.7,0.494,0.0,0.0,0.0,1.9,2.7,0.718,2.8,4.0,0
Chris Manker,103.0,11.0,12.2,1.4,3.6,0.399,0.8,1.6,0.509,0.6,2.0,0.312,0.4,0.6,0.625,0.7,1.3,0
Chris Mann,51.0,8.0,11.3,1.5,3.3,0.47,1.2,2.2,0.554,0.3,1.1,0.296,0.5,0.9,0.591,0.6,1.3,0
Chris Manon,14.0,14.0,17.5,3.6,8.2,0.435,3.0,6.2,0.483,0.6,2.0,0.286,1.7,2.5,0.686,1.2,2.4,0
Chris Manresa,117.0,63.0,22.4,3.0,5.9,0.503,2.9,5.8,0.507,0.0,0.1,0.25,1.6,3.0,0.534,1.6,4.0,0
Chris Markwood,69.0,41.0,22.0,1.5,3.9,0.394,1.0,2.1,0.463,0.6,1.8,0.311,0.9,1.4,0.612,0.2,1.0,0
Chris Martin,64.0,36.0,21.1,2.5,5.9,0.423,2.2,4.6,0.473,0.3,1.3,0.244,2.4,3.2,0.749,0.9,2.8,0
Chris Massie,59.0,42.0,25.5,4.9,8.4,0.582,4.9,8.3,0.585,0.0,0.0,0.0,2.8,4.8,0.577,3.9,5.6,0
Chris Mast,57.0,37.0,26.3,3.3,7.9,0.416,2.9,6.3,0.469,0.4,1.6,0.213,2.1,3.4,0.622,1.6,2.8,0
Chris Matagrano,94.0,20.0,12.2,1.2,2.6,0.48,1.2,2.2,0.533,0.1,0.4,0.147,0.4,0.6,0.683,0.9,1.3,0
