name,games,gameStarted,minPlayed,fieldGoals,fieldGoalsAttemp,fieldGoalsPerc,point2_Goals,point2_Attemp,point2_Perc,point3_Goals,point3_Attemp,point3_Perc,freeThrows,freeThrowsAttemp,freeThrowsPerc,offensRebounds,deffensRebounds,draft
Ryon Howard,114.0,84.0,23.2,2.9,5.7,0.515,2.6,4.6,0.563,0.4,1.1,0.317,1.1,1.6,0.659,1.4,3.1,0
Ryvon Covile,118.0,91.0,23.7,3.1,5.4,0.573,3.1,5.4,0.573,0.0,0.0,0.667,1.9,2.9,0.632,2.2,3.8,0
Saadiq Muhammad,63.0,31.0,18.3,1.9,3.9,0.478,1.9,3.9,0.482,0.0,0.0,0.0,1.1,2.2,0.507,1.1,2.3,0
Sabatino Chen,128.0,20.0,16.0,1.1,2.4,0.465,0.9,1.6,0.557,0.2,0.7,0.253,0.5,0.8,0.608,0.6,1.0,0
Sacar Anim,116.0,91.0,26.4,3.1,7.0,0.445,2.4,5.0,0.475,0.7,2.0,0.369,1.3,2.1,0.62,0.9,2.0,0
Sadaidriene Hall,21.0,3.0,16.6,3.1,5.3,0.595,3.1,5.1,0.611,0.0,0.1,0.0,1.6,2.0,0.81,2.0,2.4,0
Sadarius Bowser,89.0,39.0,14.3,1.2,2.1,0.607,1.2,2.0,0.613,0.0,0.0,0.0,0.7,1.1,0.636,1.2,1.5,0
Sadat Montgomery,53.0,41.0,0.667,2.7,7.4,0.368,1.8,4.2,0.415,1.0,3.2,0.306,1.7,2.9,0.601,0.9,2.8,0
Saddiq Bey,67.0,60.0,31.6,4.2,9.0,0.469,2.3,4.5,0.522,1.9,4.6,0.418,1.5,2.0,0.728,1.7,3.2,1
Sah-U-Ra Brown,100.0,31.0,0.667,1.3,3.0,0.433,1.3,3.0,0.434,0.0,0.0,0.0,1.1,2.0,0.549,0.8,1.7,0
Saheem Anthony,28.0,5.0,8.3,1.0,2.9,0.333,0.4,0.6,0.611,0.6,2.3,0.254,0.0,0.1,0.333,0.1,1.2,0
Sahvir Wheeler,71.0,57.0,30.4,4.1,9.6,0.43,3.6,7.5,0.483,0.5,2.2,0.248,2.1,2.9,0.734,0.6,2.3,0
Salif Boudie,99.0,46.0,13.8,1.6,2.5,0.639,1.6,2.5,0.64,0.0,0.0,0.5,1.0,1.5,0.642,1.2,2.4,0
Sam Agee,8.0,0.0,1.6,0.3,0.4,0.667,0.1,0.3,0.5,0.1,0.1,1.0,0.0,0.0,0.667,0.0,0.3,0
Sam Alabakis,63.0,49.0,18.7,1.3,2.4,0.542,1.3,2.4,0.542,0.0,0.0,0.667,0.7,1.1,0.577,1.1,1.8,0
Sam Alajiki,14.0,1.0,10.9,1.1,2.1,0.5,0.4,0.9,0.417,0.7,1.3,0.556,0.3,0.4,0.667,0.5,1.3,0
Sam Anderson,25.0,2.0,14.1,1.6,4.4,0.376,1.4,3.3,0.415,0.3,1.1,0.259,1.4,1.8,0.795,1.8,1.6,0
Sam Atupem,117.0,113.0,23.3,3.0,5.7,0.522,3.0,5.7,0.522,0.0,0.0,0.0,1.0,1.4,0.693,1.8,2.1,0
Sam Averbuck,16.0,0.0,3.9,0.1,0.5,0.125,0.1,0.4,0.167,0.0,0.1,0.0,0.1,0.1,1.0,0.1,0.3,0
Sam Baker,32.0,2.0,14.4,1.6,4.0,0.388,0.2,0.4,0.5,1.3,3.6,0.374,0.2,0.2,1.0,0.1,1.1,0
Sam Bannec,8.0,0.0,2.0,0.3,0.3,1.0,0.1,0.1,1.0,0.1,0.1,1.0,0.1,0.3,0.5,0.1,0.3,0
Sam Beeler,127.0,46.0,12.4,1.5,2.5,0.613,1.5,2.5,0.613,0.0,0.0,0.667,0.5,1.1,0.466,0.9,1.9,0
Sam Berlin,38.0,3.0,4.8,0.4,0.9,0.417,0.4,0.9,0.417,0.0,0.0,0.667,0.1,0.4,0.313,0.7,0.9,0
Sam Beskind,37.0,3.0,3.6,0.1,0.4,0.214,0.1,0.2,0.25,0.0,0.2,0.167,0.1,0.1,0.6,0.1,0.3,0
Sam Bittner,107.0,71.0,21.9,1.4,3.1,0.438,0.5,1.0,0.477,0.9,2.1,0.418,0.4,0.6,0.697,0.9,2.0,0
Sam Bott,11.0,0.0,2.4,0.2,0.5,0.4,0.2,0.2,1.0,0.0,0.3,0.0,0.1,0.3,0.333,0.1,0.5,0
Sam Brand,76.0,71.0,30.1,4.0,10.3,0.39,1.6,3.9,0.41,2.4,6.3,0.377,1.7,2.3,0.767,0.7,2.0,0
Sam Burgess,93.0,36.0,16.1,1.6,3.8,0.435,0.8,1.7,0.462,0.9,2.1,0.413,0.9,1.2,0.789,0.5,1.6,0
Sam Burkart,8.0,0.0,1.3,0.1,0.4,0.333,0.0,0.3,0.0,0.1,0.1,1.0,0.0,0.0,0.667,0.0,0.0,0
Sam Burmeister,103.0,60.0,26.4,2.7,6.7,0.402,1.5,3.4,0.434,1.2,3.3,0.371,1.5,2.3,0.677,0.2,2.7,0
Sam Byrd,30.0,6.0,12.9,0.9,2.2,0.418,0.9,2.2,0.418,0.0,0.0,0.667,0.6,0.9,0.704,1.1,1.5,0
Sam Cassell Jr.,71.0,30.0,20.3,2.2,6.2,0.36,0.8,2.1,0.385,1.4,4.1,0.347,1.0,1.2,0.828,0.2,1.7,0
Sam Coleman,52.0,20.0,23.7,2.9,6.8,0.428,2.9,6.7,0.432,0.0,0.1,0.167,2.0,2.7,0.718,2.1,3.2,0
Sam Cox,75.0,27.0,10.9,1.0,2.6,0.374,0.7,1.3,0.49,0.3,1.3,0.253,0.5,0.7,0.661,0.8,1.2,0
Sam Craft,17.0,7.0,12.4,0.8,2.6,0.318,0.6,1.7,0.345,0.2,0.9,0.267,0.3,0.4,0.833,0.2,0.9,0
Sam Cunliffe,57.0,32.0,20.7,3.1,8.1,0.387,2.0,4.5,0.436,1.1,3.5,0.323,1.1,1.5,0.701,0.5,2.8,0
Sam Harris,126.0,17.0,7.5,0.8,1.7,0.441,0.8,1.7,0.443,0.0,0.0,0.0,0.3,0.5,0.522,0.5,1.0,0
Sam Hauser,126.0,121.0,31.6,4.7,9.7,0.483,2.2,4.1,0.543,2.5,5.6,0.439,1.5,1.7,0.88,1.0,5.2,0
Sam Herrick,20.0,4.0,10.2,0.8,2.3,0.348,0.8,2.2,0.341,0.1,0.1,0.5,0.2,0.9,0.167,1.0,1.4,0
Sam Hershberger,22.0,1.0,2.2,0.2,0.5,0.364,0.1,0.2,0.75,0.0,0.3,0.143,0.5,0.5,0.909,0.1,0.3,0
Sam Hicks,7.0,0.0,2.0,0.6,0.6,1.0,0.6,0.6,1.0,0.0,0.0,0.667,0.1,0.3,0.5,0.1,0.0,0
Sam Hines Jr.,36.0,21.0,23.4,2.9,6.5,0.438,2.8,5.8,0.476,0.1,0.7,0.12,1.4,2.1,0.645,1.5,3.2,0
Sam Hinnant,102.0,94.0,29.7,3.5,9.3,0.376,1.3,3.3,0.403,2.2,6.0,0.361,1.9,2.6,0.75,0.8,2.3,0
Sam Hofman,35.0,20.0,14.5,1.6,3.5,0.447,0.9,1.5,0.604,0.7,2.0,0.329,0.5,0.6,0.81,0.9,1.5,0
Sam Holthouser,12.0,0.0,2.4,0.3,0.5,0.667,0.3,0.4,0.8,0.0,0.1,0.0,0.1,0.5,0.167,0.3,0.2,0
Sam Holtze,10.0,1.0,1.9,0.3,0.4,0.75,0.1,0.2,0.5,0.2,0.2,1.0,0.2,0.2,1.0,0.0,0.1,0
Sam Hopes,53.0,50.0,0.667,3.2,8.0,0.398,2.3,5.3,0.44,0.8,2.6,0.314,1.0,1.5,0.654,1.2,2.9,0
Sam Hughes,127.0,78.0,20.2,2.7,5.9,0.454,2.3,4.8,0.48,0.4,1.1,0.341,1.4,2.0,0.711,1.3,2.2,0
Sam Hunt,124.0,59.0,23.7,2.8,7.3,0.392,1.2,2.6,0.443,1.7,4.6,0.362,2.0,2.2,0.907,0.2,1.1,0
Sam Mack,17.0,0.0,7.9,1.0,2.8,0.362,0.6,1.1,0.579,0.4,1.6,0.214,0.1,0.2,0.667,0.3,0.5,0
Sam Mader,25.0,5.0,15.4,1.5,3.5,0.42,1.4,3.2,0.432,0.1,0.3,0.286,0.5,0.7,0.722,0.8,1.0,0
Sam Malone,18.0,1.0,1.7,0.2,0.4,0.429,0.2,0.4,0.429,0.0,0.0,0.667,0.1,0.1,0.5,0.1,0.3,0
Sam Manhanga,86.0,18.0,9.4,1.3,3.1,0.405,1.2,2.9,0.418,0.0,0.2,0.222,1.3,2.3,0.584,0.6,1.2,0
Sam Maniscalco,139.0,95.0,29.6,3.1,7.4,0.416,1.6,3.0,0.532,1.5,4.5,0.34,2.2,2.7,0.819,0.3,1.8,0
Sam Martin,101.0,5.0,9.0,0.8,2.3,0.358,0.2,0.6,0.371,0.6,1.7,0.353,0.4,0.6,0.649,0.1,0.5,0
Sam Masten,74.0,51.0,21.3,2.2,5.1,0.421,1.6,3.3,0.466,0.6,1.8,0.338,1.2,1.9,0.629,0.4,2.0,0
Sam Mauldin,22.0,11.0,8.0,0.7,1.7,0.421,0.7,1.7,0.421,0.0,0.0,0.667,0.6,1.0,0.591,1.1,1.2,0
Sam McBeath,85.0,64.0,23.4,2.8,6.8,0.416,1.8,3.4,0.517,1.1,3.4,0.315,1.5,2.4,0.629,1.3,3.8,0
Sam McDaniel,65.0,53.0,31.2,4.5,11.2,0.407,2.8,6.4,0.442,1.7,4.8,0.359,2.4,3.2,0.766,1.3,4.7,0
Sam McLaurin,141.0,106.0,22.8,2.3,3.9,0.585,2.3,3.9,0.587,0.0,0.0,0.25,1.1,2.0,0.552,2.4,3.1,0
Sam McMahon,109.0,29.0,18.6,1.8,4.5,0.403,1.0,2.3,0.444,0.8,2.2,0.361,1.0,1.3,0.771,0.5,2.1,0
Sam Mennenga,36.0,35.0,23.7,2.8,6.3,0.438,2.3,4.4,0.513,0.5,1.8,0.258,0.7,1.3,0.522,1.3,3.7,0
Sam Merrill,131.0,118.0,33.3,5.5,11.6,0.47,3.0,5.8,0.52,2.4,5.8,0.42,3.4,3.8,0.891,0.3,3.3,0
Sam Mielnik,89.0,38.0,12.8,1.2,2.2,0.52,1.2,2.2,0.523,0.0,0.0,0.0,0.7,1.1,0.673,1.1,1.5,0
Sam Mike,94.0,5.0,8.3,0.5,0.9,0.517,0.5,0.9,0.517,0.0,0.0,0.667,0.2,0.4,0.5,0.5,0.8,0
Sam Milledge,66.0,0.0,5.3,0.2,0.9,0.258,0.2,0.5,0.353,0.1,0.4,0.143,0.3,0.4,0.833,0.1,0.3,0
Sam Miller,105.0,29.0,15.0,1.9,3.9,0.48,1.2,2.1,0.562,0.7,1.8,0.387,0.9,1.2,0.756,0.8,2.3,0
Sam Mills,129.0,103.0,32.0,2.8,7.0,0.408,1.3,3.2,0.408,1.5,3.7,0.408,0.7,1.0,0.708,0.7,1.9,0
Sam Mitchell,134.0,34.0,14.4,0.9,1.8,0.516,0.9,1.8,0.519,0.0,0.0,0.0,1.0,1.5,0.658,1.0,1.6,0
Sam Muldrow,110.0,86.0,23.5,3.1,7.0,0.444,2.8,5.8,0.478,0.3,1.2,0.28,1.3,2.0,0.664,2.1,3.5,0
Sam Waardenburg,98.0,49.0,24.1,1.8,4.3,0.432,1.2,2.5,0.492,0.6,1.7,0.343,1.1,1.5,0.715,1.3,2.9,0
Sam Walters,35.0,0.0,6.0,0.4,1.1,0.35,0.1,0.1,0.6,0.3,1.0,0.314,0.1,0.1,1.0,0.0,0.4,0
Sam Watson,86.0,12.0,11.8,0.7,1.5,0.489,0.7,1.3,0.504,0.1,0.2,0.375,0.5,1.0,0.518,0.7,1.7,0
Sam Willard,124.0,100.0,25.6,3.5,7.1,0.493,3.2,6.2,0.514,0.3,0.9,0.351,1.9,2.6,0.735,2.3,4.8,0
Sam Winter,105.0,83.0,31.4,3.2,7.3,0.433,2.8,6.2,0.46,0.3,1.1,0.282,1.0,1.4,0.696,1.8,3.4,0
Sam Wolfe,11.0,0.0,4.5,0.7,1.6,0.444,0.7,1.0,0.727,0.0,0.6,0.0,0.1,0.1,1.0,0.5,1.3,0
Sam Worman,10.0,0.0,2.9,0.4,0.8,0.5,0.4,0.7,0.571,0.0,0.1,0.0,0.0,0.0,0.667,0.1,0.2,0
Sama'zha Hart,27.0,1.0,8.6,1.4,2.9,0.5,1.4,2.4,0.561,0.1,0.4,0.167,0.5,0.7,0.722,0.7,1.2,0
Samaad Hector,17.0,0.0,14.8,1.5,2.9,0.52,1.1,1.6,0.643,0.5,1.3,0.364,0.5,0.8,0.643,1.6,2.6,0
Samajae Haynes-Jones,61.0,37.0,23.9,3.4,9.3,0.368,2.1,5.3,0.408,1.3,4.0,0.316,1.2,1.5,0.787,0.4,1.8,0
Samari Curtis,37.0,6.0,17.8,2.6,5.5,0.463,1.3,2.4,0.551,1.2,3.1,0.397,1.4,1.8,0.776,0.3,2.0,0
Samer Madarani,29.0,0.0,1.0,0.2,0.6,0.353,0.1,0.2,0.6,0.1,0.4,0.25,0.1,0.2,0.333,0.0,0.0,0
Sami Ameziane,10.0,0.0,1.5,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.667,0.0,0.1,0
Samkelo Cele,31.0,20.0,23.9,3.9,9.0,0.437,2.5,5.1,0.5,1.4,3.9,0.355,1.8,2.4,0.733,0.6,3.4,0
Sammie Cole,44.0,7.0,18.3,2.3,6.3,0.362,0.9,2.3,0.369,1.4,3.9,0.358,1.5,2.0,0.744,0.6,1.4,0
Sammy Barnes-Thompkins,27.0,10.0,16.9,2.0,5.1,0.387,0.8,2.1,0.379,1.1,2.9,0.392,0.4,0.8,0.571,0.2,1.4,0
Sammy Curran,8.0,0.0,4.0,0.3,0.9,0.286,0.1,0.3,0.5,1.1,0.1,0.4,0.0,0.5,0.8,0.6,0.0,0
Sammy Hernandez,82.0,8.0,10.4,0.9,2.0,0.46,0.8,1.6,0.511,0.1,0.4,0.233,0.2,0.4,0.4,0.9,1.6,0
Sammy Hunter,68.0,1.0,9.6,0.9,2.2,0.416,0.8,1.6,0.491,0.1,0.6,0.205,0.5,0.7,0.696,0.5,0.8,0
Sammy Mejia,123.0,117.0,31.2,4.5,9.8,0.457,3.6,7.0,0.51,0.9,2.9,0.328,2.2,3.4,0.659,1.7,3.2,0
Sammy Mojica,120.0,88.0,30.5,3.5,9.2,0.376,1.8,4.3,0.432,1.6,4.9,0.327,1.1,1.7,0.638,1.3,2.7,0
Sammy Zeglinski,121.0,82.0,26.6,2.7,7.3,0.369,1.0,2.6,0.398,1.7,4.7,0.352,0.8,1.1,0.674,0.3,2.7,0
Sampson Carter,135.0,80.0,21.8,2.3,5.7,0.413,1.9,4.0,0.475,0.4,1.7,0.263,2.0,2.7,0.735,1.2,3.0,0
Samson Akilo,36.0,19.0,6.6,0.4,0.7,0.542,0.4,0.7,0.542,0.0,0.0,0.667,0.1,0.2,0.667,0.3,0.5,0
Samuel Chaput,96.0,36.0,18.8,1.2,3.3,0.372,1.0,2.4,0.413,0.2,0.9,0.256,1.1,1.6,0.691,0.2,1.3,0
Samuel Haanpaa,54.0,36.0,27.0,3.3,7.5,0.437,0.8,2.0,0.415,2.5,5.5,0.445,2.1,2.7,0.76,0.7,2.8,0
Samuell Williamson,65.0,21.0,19.8,2.5,5.5,0.457,2.2,4.4,0.503,0.3,1.1,0.268,0.9,1.5,0.635,1.3,3.3,0
Samuta Avea,83.0,29.0,17.5,2.1,5.1,0.418,1.4,3.0,0.478,0.7,2.1,0.333,0.9,1.2,0.74,0.8,2.4,0
San Antonio Brinson,114.0,82.0,20.7,2.6,6.2,0.428,2.1,4.6,0.467,0.5,1.6,0.317,1.3,2.0,0.634,0.9,2.9,0
Sanchez Hughley,62.0,48.0,20.9,2.7,6.7,0.412,2.0,4.6,0.435,0.7,2.1,0.359,1.6,2.3,0.676,1.2,1.9,0
Sandi Marcius,108.0,37.0,11.1,1.1,2.0,0.548,1.1,2.0,0.548,0.0,0.0,0.667,0.7,1.2,0.603,1.2,1.7,0
Sandro Carissimo,134.0,117.0,26.9,2.9,7.1,0.416,1.9,4.5,0.431,1.0,2.6,0.391,1.6,2.0,0.807,0.5,2.3,0
Sandro Mamukelashvili,115.0,79.0,24.4,3.5,7.6,0.459,2.6,5.0,0.521,0.9,2.6,0.339,1.7,2.6,0.663,1.7,4.0,0
Sandy Cohen,126.0,79.0,25.8,3.5,7.6,0.456,2.4,4.4,0.538,1.1,3.2,0.343,2.5,3.4,0.739,0.4,3.8,0
Santi Aldama,27.0,26.0,33.3,7.3,14.7,0.495,5.6,9.2,0.606,1.7,5.4,0.306,2.8,4.4,0.639,1.7,7.5,1
Santoine Butler,43.0,6.0,8.9,1.3,2.2,0.568,1.3,2.2,0.568,0.0,0.0,0.667,0.6,0.9,0.676,0.7,1.1,0
Santos Hampton,110.0,82.0,27.8,4.1,7.8,0.522,4.1,7.8,0.523,0.0,0.0,0.0,2.2,4.5,0.484,4.1,4.5,0
Sardaar Calhoun,33.0,0.0,12.8,1.7,4.2,0.41,0.8,1.9,0.444,0.9,2.3,0.382,0.5,0.6,0.857,0.2,1.1,0
Sarion McGee,23.0,15.0,15.7,2.9,5.0,0.583,2.8,4.8,0.586,0.1,0.2,0.5,1.3,1.7,0.744,1.0,2.8,0
Sasa Borovnjak,81.0,30.0,17.4,2.0,3.7,0.542,2.0,3.7,0.545,0.0,0.0,0.0,0.9,1.5,0.633,1.1,1.7,0
Sasa Cuic,91.0,54.0,24.2,3.6,8.6,0.423,2.5,5.6,0.442,1.2,3.0,0.387,3.0,4.2,0.709,1.4,2.3,0
Saul McDonald,18.0,0.0,2.3,0.1,0.4,0.143,0.1,0.4,0.143,0.0,0.0,0.667,0.1,0.3,0.333,0.2,0.4,0
Sawyer Wright,17.0,0.0,3.8,0.2,0.5,0.5,0.2,0.4,0.571,0.0,0.1,0.0,0.2,0.2,0.75,0.4,0.6,0
Sayre Brennan,10.0,0.0,1.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.667,0.1,0.2,0.5,0.1,0.2,0
Sayveon McEwen,58.0,1.0,10.2,1.6,4.0,0.388,0.9,1.8,0.5,0.7,2.2,0.3,0.4,0.6,0.657,0.1,0.6,0
Scepter Brownlee,44.0,0.0,1.8,0.2,0.5,0.318,0.1,0.2,0.444,0.1,0.3,0.231,0.0,0.0,0.0,0.1,0.2,0
Schadrac Casimir,138.0,99.0,28.0,3.4,7.7,0.443,1.4,3.2,0.44,2.0,4.5,0.445,2.5,2.8,0.879,0.5,1.7,0
Schnider Herard,43.0,18.0,15.9,1.4,2.7,0.513,1.4,2.7,0.513,0.0,0.0,0.667,1.3,2.6,0.491,1.6,2.6,0
Schuyler McKay,22.0,4.0,12.7,0.9,2.9,0.313,0.8,2.6,0.316,0.1,0.3,0.286,0.9,1.1,0.792,0.7,1.1,0
Scooter Maye,6.0,0.0,12.2,0.2,0.8,0.2,0.2,0.3,0.5,0.0,0.5,0.0,0.2,0.3,0.5,0.0,0.8,0
Scooter McFadgon,124.0,106.0,28.9,4.0,10.2,0.391,2.5,6.0,0.411,1.5,4.2,0.363,2.9,3.4,0.849,1.3,2.6,0
Scott Adler,9.0,0.0,3.6,0.3,0.7,0.5,0.3,0.3,1.0,0.0,0.3,0.0,0.2,0.6,0.4,0.2,0.3,0
Scott Bamforth,99.0,90.0,30.6,4.2,9.0,0.464,1.6,3.2,0.495,2.6,5.8,0.446,2.6,3.0,0.866,0.3,2.9,0
Scott Barnes,65.0,32.0,34.0,4.3,8.3,0.519,4.9,9.9,0.491,0.0,0.0,0.667,3.1,4.3,0.734,6.7,2.1,0
Scott Benken,12.0,0.0,2.6,0.3,0.4,0.6,0.2,0.3,0.667,0.1,0.2,0.5,0.5,0.5,1.0,0.3,0.6,0
Scott Blakemore,9.0,0.0,0.7,0.1,0.4,0.25,0.1,0.2,0.5,0.0,0.2,0.0,0.1,0.2,0.5,0.0,0.1,0
Scott Blakney,112.0,77.0,19.0,3.0,5.1,0.587,3.0,5.0,0.59,0.0,0.0,0.0,1.3,1.9,0.692,1.2,2.4,0
Scott Boardman,51.0,8.0,10.7,0.7,1.9,0.396,0.5,0.9,0.521,0.3,0.9,0.271,0.5,0.9,0.6,0.3,0.8,0
Scott Borchart,72.0,3.0,10.2,1.1,2.1,0.5,1.1,2.1,0.503,0.0,0.0,0.0,1.1,1.4,0.837,0.8,1.1,0
Scott Brittain,86.0,74.0,26.7,2.7,5.9,0.46,2.6,5.6,0.469,0.1,0.3,0.28,2.7,4.0,0.665,1.9,3.8,0
Scott Brooks,70.0,5.0,5.3,0.3,0.9,0.317,0.3,0.8,0.333,0.0,0.1,0.167,0.2,0.5,0.429,0.3,0.7,0
Scott Bushong,18.0,0.0,3.6,0.2,0.3,0.667,0.2,0.3,0.667,0.0,0.0,0.667,0.2,0.2,0.75,0.3,0.4,0
Scott Christopherson,116.0,80.0,26.8,3.3,7.7,0.429,1.5,3.7,0.416,1.8,4.0,0.442,1.4,1.6,0.862,0.2,2.2,0
Scott Cutley,120.0,92.0,27.9,4.1,8.3,0.497,3.8,7.1,0.531,0.4,1.2,0.299,1.9,3.1,0.616,2.1,4.1,0
Scott Hamilton,7.0,0.0,1.7,0.1,0.6,0.25,0.1,0.1,1.0,0.0,0.4,0.0,0.3,0.3,1.0,0.0,0.1,0
Scott Hazelton,96.0,24.0,16.4,2.6,6.3,0.411,2.4,5.3,0.451,0.2,1.1,0.212,1.8,2.3,0.797,1.5,2.3,0
Scott Henry,60.0,58.0,33.3,5.4,9.7,0.562,5.4,9.6,0.563,0.0,0.1,0.333,2.1,3.1,0.67,2.6,5.1,0
Scott Hitchon,108.0,46.0,16.0,2.2,4.9,0.442,1.6,3.3,0.479,0.6,1.6,0.366,1.3,1.8,0.747,0.7,1.5,0
Scott Hoffman,26.0,0.0,2.6,0.1,0.7,0.176,0.0,0.1,0.5,0.1,0.6,0.133,0.0,0.1,0.333,0.1,0.3,0
Scott Hundley,121.0,11.0,14.6,1.6,3.4,0.462,1.4,2.6,0.525,0.2,0.8,0.253,1.2,1.5,0.773,1.2,1.7,0
Scott Machado,132.0,125.0,31.4,4.0,9.3,0.429,3.1,6.6,0.466,0.9,2.7,0.342,3.3,4.4,0.74,0.8,3.1,0
Scott Mammel,71.0,1.0,8.9,0.7,2.0,0.379,0.2,0.6,0.341,0.5,1.4,0.394,0.3,0.3,0.826,0.2,0.5,0
Scott Martin,116.0,92.0,29.2,3.2,7.8,0.407,2.1,4.6,0.46,1.0,3.2,0.33,1.6,2.4,0.668,1.0,4.0,0
Scott McLaughlin,88.0,31.0,15.7,2.8,5.6,0.497,2.1,3.2,0.656,5.3,1.7,0.4,0.1,0.9,0.667,7.7,0.0,0
Scott Meredith,91.0,6.0,11.2,1.2,3.2,0.369,0.3,0.7,0.477,0.8,2.4,0.338,0.4,0.5,0.878,0.1,0.8,0
Scott Merritt,126.0,83.0,24.0,2.9,6.4,0.454,2.9,6.2,0.463,0.0,0.2,0.207,2.5,3.3,0.734,2.0,3.5,0
Scott Morris,109.0,11.0,12.9,1.2,3.5,0.35,0.2,0.7,0.329,1.0,2.9,0.355,0.1,0.1,0.714,0.0,0.6,0
Scott Morrison,119.0,102.0,22.5,3.4,6.2,0.543,3.4,6.2,0.543,0.0,0.0,0.667,2.5,4.1,0.607,2.2,3.4,0
Scott Muirhead,40.0,0.0,2.2,0.4,1.3,0.294,0.0,0.1,0.25,0.4,1.2,0.298,0.0,0.0,0.667,0.1,0.2,0
Scott Walter,17.0,0.0,4.1,0.1,0.3,0.4,0.1,0.3,0.4,0.0,0.0,0.667,0.2,0.4,0.5,0.1,0.5,0
Scott Warner,5.0,0.0,1.4,0.2,0.4,0.5,0.2,0.4,0.5,0.0,0.0,0.667,0.2,0.4,0.5,0.0,0.0,0
Scott Watson,115.0,80.0,28.5,2.5,6.0,0.407,1.3,2.8,0.45,1.2,3.2,0.37,1.6,2.1,0.793,0.5,1.7,0
Scott Weaver,94.0,36.0,12.6,1.0,2.4,0.405,0.6,1.2,0.504,0.4,1.2,0.304,0.4,0.6,0.667,0.9,1.5,0
Scott Wilkes,4.0,0.0,3.8,0.3,1.0,0.25,0.8,1.0,0.75,0.0,0.8,0.0,0.0,0.8,0.3,1.3,0.0,0
Scott Wood,138.0,136.0,31.7,3.3,7.7,0.423,0.8,1.9,0.453,2.4,5.9,0.413,1.7,1.9,0.886,0.4,2.3,0
Scottie Barnes,24.0,7.0,24.8,4.1,8.1,0.503,3.6,6.5,0.561,0.5,1.7,0.275,1.7,2.8,0.621,1.5,2.5,1
Scottie Haralson,113.0,94.0,27.7,3.2,8.4,0.383,1.0,2.4,0.399,2.3,6.0,0.377,0.9,1.1,0.828,0.8,1.9,0
Scottie Wilbekin,143.0,64.0,24.2,2.2,5.4,0.416,1.3,2.8,0.453,1.0,2.6,0.376,1.2,1.7,0.711,0.4,1.7,0
Scottie Wilson,85.0,36.0,20.3,2.3,4.6,0.503,1.8,3.4,0.533,0.5,1.2,0.414,1.2,1.9,0.634,1.5,3.1,0
Scotty Blackwell,11.0,3.0,12.1,1.6,3.6,0.45,1.5,3.1,0.471,0.2,0.5,0.333,0.5,0.9,0.6,0.7,2.0,0
Scotty Harris,2.0,0.0,7.5,1.5,2.0,0.75,1.0,1.0,1.0,0.5,1.0,0.5,1.5,2.0,0.75,0.5,1.5,0
Scotty Hopson,103.0,98.0,26.8,4.6,10.4,0.444,3.1,6.3,0.502,1.5,4.1,0.354,2.0,3.0,0.671,0.8,2.3,0
Scotty McRae,57.0,15.0,17.6,1.7,4.8,0.348,1.5,3.9,0.372,0.2,0.9,0.24,1.9,2.5,0.736,1.5,2.5,0
Seamus Boxley,114.0,93.0,34.2,4.8,8.6,0.56,4.6,8.1,0.576,0.2,0.5,0.323,3.3,5.3,0.625,2.1,4.5,0
Sean Alarcon,64.0,38.0,23.0,1.5,4.0,0.374,0.4,1.0,0.444,1.0,3.0,0.351,0.4,0.5,0.824,0.1,1.1,0
Sean Anderson,27.0,2.0,10.2,0.8,2.1,0.375,0.8,2.1,0.375,0.0,0.0,0.667,0.4,0.7,0.667,0.9,1.1,0
Sean Armand,137.0,87.0,25.2,4.1,9.1,0.455,1.6,3.2,0.499,2.5,5.9,0.431,1.6,2.0,0.767,0.8,2.1,0
Sean Axani,119.0,61.0,19.9,1.7,3.8,0.459,1.7,3.7,0.465,0.0,0.1,0.25,0.6,1.2,0.497,1.8,2.5,0
Sean Bairstow,63.0,1.0,12.2,1.4,3.0,0.466,1.1,2.1,0.538,0.3,1.0,0.311,0.4,0.7,0.667,0.1,1.2,0
Sean Banks,46.0,40.0,32.7,5.0,12.3,0.404,3.1,7.2,0.432,1.8,5.1,0.365,4.6,6.2,0.739,2.1,4.1,0
Sean Baptiste,111.0,78.0,29.7,4.7,10.7,0.435,3.3,6.8,0.484,1.4,3.9,0.347,3.0,4.2,0.716,1.6,3.3,0
Sean Berry,29.0,7.0,17.5,2.1,5.0,0.414,2.1,5.0,0.414,0.0,0.0,0.667,1.8,3.1,0.567,1.9,3.7,0
Sean Billerman,15.0,3.0,2.4,0.3,0.8,0.333,0.1,0.2,0.667,0.1,0.6,0.222,0.3,0.5,0.571,0.0,0.2,0
Sean Blalock,47.0,13.0,11.7,0.7,1.6,0.416,0.5,1.0,0.51,0.1,0.6,0.25,0.3,0.4,0.789,0.4,1.4,0
Sean Blondell,27.0,2.0,0.667,0.7,2.8,0.25,0.6,2.4,0.25,0.1,0.4,0.25,1.1,1.7,0.652,0.2,0.7,0
Sean Booker,57.0,27.0,25.8,5.5,13.4,0.413,3.6,7.0,0.524,1.9,6.5,0.293,2.3,3.8,0.621,1.4,2.4,0
